,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Manchester City_17_18,17,16,1,0,49,52,11,41,1,1
1,Manchester City_18_19,17,14,2,1,44,48,10,38,2,1
2,Manchester City_19_20,17,11,2,4,35,47,19,28,3,2
3,Liverpool_19_20,17,16,1,0,49,42,14,28,1,1
4,Liverpool_16_17,17,11,4,2,37,41,20,21,2,4
5,Leicester City_19_20,17,12,3,2,39,40,11,29,2,5
6,Arsenal_16_17,17,10,4,3,34,38,19,19,4,5
7,Liverpool_18_19,17,14,3,0,45,37,7,30,1,2
8,Manchester Utd_17_18,17,12,2,3,38,37,11,26,2,2
9,Arsenal_18_19,17,10,4,3,34,37,23,14,5,5
