,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,17,0,2,15,2,8,29,-21,20,20
1,West Brom_20_21,17,1,5,11,8,11,39,-28,19,19
2,Fulham_18_19,17,2,3,12,9,16,42,-26,20,19
3,Watford_19_20,17,1,6,10,9,9,32,-23,20,19
4,Huddersfield_18_19,17,2,4,11,10,10,28,-18,19,20
5,Hull City_16_17,17,3,3,11,12,14,36,-22,20,18
6,Burnley_18_19,17,3,3,11,12,15,33,-18,18,15
7,Norwich City_19_20,17,3,3,11,12,18,35,-17,19,20
8,Swansea City_16_17,17,3,3,11,12,20,37,-17,19,15
9,Southampton_18_19,17,2,6,9,12,16,32,-16,17,16
