,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Huddersfield_18_19,32,3,5,24,14,18,59,-41,20,20
1,Sheffield Utd_20_21,32,4,2,26,14,17,56,-39,20,20
2,Fulham_18_19,32,4,5,23,17,29,72,-43,19,19
3,West Brom_17_18,32,3,11,18,20,25,51,-26,20,20
4,Norwich City_19_20,32,5,6,21,21,25,60,-35,20,20
5,Sunderland_16_17,32,5,6,21,21,26,58,-32,20,20
6,West Brom_20_21,32,5,9,18,24,28,62,-34,19,19
7,Middlesbrough_16_17,32,4,12,16,24,23,39,-16,19,19
8,Fulham_20_21,32,5,11,16,26,24,42,-18,18,18
9,Stoke City_17_18,32,6,9,17,27,29,61,-32,19,19
