,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Huddersfield_18_19,38,3,7,28,16,22,76,-54,20,20
1,Norwich City_19_20,38,5,6,27,21,26,75,-49,20,20
2,Sheffield Utd_20_21,38,7,2,29,23,20,63,-43,20,20
3,Sunderland_16_17,38,6,6,26,24,29,69,-40,20,20
4,Fulham_18_19,38,7,5,26,26,34,81,-47,19,19
5,West Brom_20_21,38,5,11,22,26,35,76,-41,19,19
6,Middlesbrough_16_17,38,5,13,20,28,27,53,-26,19,19
7,Fulham_20_21,38,5,13,20,28,27,53,-26,18,18
8,West Brom_17_18,38,6,13,19,31,31,56,-25,20,20
9,Stoke City_17_18,38,7,12,19,33,35,68,-33,19,19
