,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,19,1,2,16,5,10,32,-22,20,20
1,Huddersfield_18_19,19,2,4,13,10,12,34,-22,20,20
2,West Brom_20_21,19,2,5,12,11,15,43,-28,19,19
3,Fulham_18_19,19,2,5,12,11,17,43,-26,19,19
4,Burnley_18_19,19,3,3,13,12,17,41,-24,18,15
5,Swansea City_16_17,19,3,3,13,12,21,44,-23,20,15
6,Norwich City_19_20,19,3,3,13,12,19,38,-19,20,20
7,Hull City_16_17,19,3,4,12,13,16,41,-25,19,18
8,Watford_19_20,19,2,7,10,13,12,33,-21,19,19
9,Swansea City_17_18,19,3,4,12,13,11,26,-15,20,18
