,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Huddersfield_18_19,24,2,5,17,11,13,41,-28,20,20
1,Sheffield Utd_20_21,24,3,2,19,11,15,40,-25,20,20
2,West Brom_20_21,24,2,7,15,13,19,55,-36,19,19
3,Fulham_18_19,24,4,5,15,17,25,53,-28,19,19
4,Norwich City_19_20,24,4,5,15,17,24,47,-23,20,20
5,Cardiff City_18_19,24,5,4,15,19,20,46,-26,18,18
6,Sunderland_16_17,24,5,4,15,19,24,42,-18,20,20
7,Crystal Palace_16_17,24,5,4,15,19,32,45,-13,19,14
8,Fulham_20_21,24,3,10,11,19,20,32,-12,18,18
9,Hull City_16_17,24,5,5,14,20,22,47,-25,18,18
