,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Huddersfield_18_19,36,3,5,28,14,20,74,-54,20,20
1,Sheffield Utd_20_21,36,6,2,28,20,19,62,-43,20,20
2,Norwich City_19_20,36,5,6,25,21,26,68,-42,20,20
3,Sunderland_16_17,36,6,6,24,24,28,62,-34,20,20
4,Fulham_18_19,36,7,5,24,26,34,76,-42,19,19
5,West Brom_20_21,36,5,11,20,26,33,70,-37,19,19
6,Fulham_20_21,36,5,12,19,27,26,50,-24,18,18
7,West Brom_17_18,36,5,13,18,28,30,54,-24,20,20
8,Middlesbrough_16_17,36,5,13,18,28,26,48,-22,19,19
9,Stoke City_17_18,36,6,12,18,30,32,65,-33,19,19
