Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Arsenal_21_22,Manchester Utd_21_22,Tottenham_21_22,West Ham_21_22,Wolves_21_22,Brighton_21_22,Leicester City_21_22,Southampton_21_22,Aston Villa_21_22,Crystal Palace_21_22,Newcastle Utd_21_22,Brentford_21_22,Leeds United_21_22,Everton_21_22,Burnley_21_22,Watford_21_22,Norwich City_21_22
Chelsea_19_20,34.75629439396553,29.88310559496787,19.313207915827967,8.831760866327848,4.123105625617661,8.306623862918075,1.4142135623730951,23.62202362203543,20.591260281974,12.409673645990857,14.52583904633395,15.165750888103101,18.708286933869708,24.535688292770594,24.779023386727733,31.68595903550972,27.018512172212592,29.068883707497267,31.96873472629156,41.48493702538308
Tottenham_19_20,37.960505792204614,33.46640106136302,21.118712081942874,11.445523142259598,6.0,7.0710678118654755,5.744562646538029,20.223748416156685,16.0312195418814,11.704699910719626,10.677078252031311,11.090536506409418,14.177446878757825,21.37755832643195,20.71231517720798,29.88310559496787,23.769728648009426,24.08318915758459,28.478061731796284,38.28837943815329
Sheffield Utd_19_20,45.110974274559844,43.520110293977886,27.386127875258307,20.12461179749811,18.05547008526779,14.071247279470288,21.18962010041709,5.385164807134504,5.916079783099616,24.596747752497688,15.748015748023622,16.76305461424021,17.46424919657298,24.677925358506133,20.808652046684813,35.59494346111537,27.0,17.944358444926362,30.01666203960727,37.17526059088221
Manchester Utd_19_20,40.422765862815474,36.72873534441391,22.693611435820433,13.92838827718412,9.433981132056603,7.681145747868608,10.770329614269007,15.811388300841896,11.224972160321824,14.696938456699069,9.433981132056603,9.899494936611665,12.083045973594572,20.493901531919196,18.49324200890693,30.364452901377952,22.847319317591726,20.024984394500787,27.09243436828813,36.61966684720111
Wolves_19_20,42.23742416388575,38.3275357934736,24.839484696748443,14.628738838327793,9.433981132056603,7.0,10.862780491200215,17.029386365926403,10.954451150103322,12.24744871391589,6.557438524302,7.3484692283495345,10.295630140987,17.832554500127006,16.30950643030009,27.49545416973504,20.346989949375804,19.1049731745428,24.779023386727733,34.132096331752024
Everton_19_20,48.25971404805462,44.204072210600685,31.20897306865447,19.72308292331602,14.352700094407323,11.045361017187261,15.7797338380595,19.672315572906,10.816653826391969,10.816653826391969,1.4142135623730951,3.605551275463989,7.14142842854285,11.704699910719626,10.723805294763608,21.563858652847824,14.52583904633395,15.811388300841896,19.0,27.712812921102035
Arsenal_19_20,47.59201613716318,43.54308211415448,30.099833886584822,19.87460691435179,14.560219778561036,11.575836902790225,15.652475842498529,18.466185312619388,9.433981132056603,12.206555615733702,3.1622776601683795,3.3166247903554,5.385164807134504,13.152946437965905,11.0,23.600847442411894,15.524174696260024,14.2828568570857,19.672315572906,29.086079144497972
Burnley_19_20,51.85556864985669,47.916594202843754,34.66987164671943,23.2163735324878,18.0,14.352700094407323,19.519221295943137,20.518284528683193,10.63014581273465,13.152946437965905,4.242640687119285,5.196152422706632,6.708203932499369,9.219544457292887,7.54983443527075,19.72308292331602,12.041594578792296,13.114877048604,16.09347693943108,24.289915602982237
Newcastle Utd_19_20,53.637673327615545,50.3189825016365,36.193922141707716,25.03996805109783,20.396078054371138,16.06237840420901,22.561028345356956,18.35755975068582,8.306623862918075,17.578395831246947,8.12403840463596,9.1104335791443,9.433981132056603,11.532562594670797,8.306623862918075,22.11334438749598,14.035668847618199,10.954451150103322,17.05872210923198,23.790754506740637
Southampton_19_20,54.29548784199291,49.4064773081425,38.3275357934736,26.038433132583073,20.518284528683193,18.24828759089466,20.92844953645635,28.39013913315678,19.078784028338912,9.695359714832659,9.1104335791443,9.273618495495704,11.224972160321824,6.782329983125268,10.488088481701515,12.96148139681572,9.486832980505138,19.4164878389476,14.352700094407323,22.38302928559939
Crystal Palace_19_20,53.24471804789655,50.73460357586329,35.35533905932738,26.1725046566048,22.40535650240808,17.944358444926362,24.919871588754223,13.601470508735444,4.358898943540674,23.0,12.96148139681572,13.601470508735444,12.84523257866513,17.804493814764857,13.152946437965905,28.75760768909681,19.72308292331602,9.486832980505138,21.840329667841555,28.178005607210743
Brighton_19_20,53.4696175411794,49.05099387372289,36.02776706930364,25.865034312755125,20.346989949375804,17.4928556845359,20.904544960366874,22.825424421026653,12.449899597988733,13.601470508735444,6.324555320336759,5.0,2.23606797749979,8.306623862918075,5.385164807134504,19.261360284258224,10.04987562112089,10.677078252031311,13.74772708486752,23.706539182259394
Bournemouth_19_20,56.929781309961136,52.97169055259611,39.395431207184416,28.653097563788805,23.452078799117146,19.79898987322333,24.71841418861655,22.825424421026653,12.206555615733702,17.291616465790582,9.273618495495704,9.0,7.280109889280518,7.681145747868608,3.0,18.681541692269406,9.433981132056603,8.366600265340756,12.041594578792296,20.149441679609886
Aston Villa_19_20,58.08614292583042,52.69724850502159,41.892720131306824,30.56141357987225,24.758836806279895,22.869193252058544,24.413111231467404,31.906112267087632,21.77154105707724,12.0,12.206555615733702,11.224972160321824,11.045361017187261,4.47213595499958,9.273618495495704,9.695359714832659,5.0990195135927845,18.466185312619388,9.899494936611665,19.72308292331602
West Ham_19_20,57.645468165329355,52.66877632905477,40.76763422127902,29.88310559496787,24.124676163629637,21.6794833886788,24.186773244895647,28.653097563788805,18.193405398660254,13.45362404707371,10.198039027185569,9.0,7.54983443527075,3.0,5.0,13.076696830622021,4.123105625617661,13.92838827718412,8.774964387392123,19.339079605813716
