Team,Chelsea_21_22,Manchester City_21_22,Liverpool_21_22,West Ham_21_22,Arsenal_21_22,Wolves_21_22,Tottenham_21_22,Manchester Utd_21_22,Brighton_21_22,Crystal Palace_21_22,Everton_21_22,Leicester City_21_22,Southampton_21_22,Brentford_21_22,Aston Villa_21_22,Watford_21_22,Leeds United_21_22,Burnley_21_22,Norwich City_21_22,Newcastle Utd_21_22
Everton_17_18,31.827660925679098,26.248809496813376,29.444863728670914,18.49324200890693,10.677078252031311,13.892443989449804,9.9498743710662,9.899494936611665,11.180339887498949,10.04987562112089,7.0710678118654755,5.830951894845301,10.246950765959598,8.12403840463596,5.744562646538029,5.744562646538029,4.123105625617661,5.385164807134504,7.0710678118654755,7.3484692283495345
West Brom_17_18,31.591137997862628,25.612496949731394,30.822070014844883,19.519221295943137,10.816653826391969,11.224972160321824,9.273618495495704,13.379088160259652,8.602325267042627,10.862780491200215,8.660254037844387,9.1104335791443,6.0,7.681145747868608,7.874007874011811,7.874007874011811,3.7416573867739413,5.477225575051661,9.433981132056603,11.532562594670797
West Ham_17_18,34.66987164671943,29.086079144497972,32.0624390837628,21.470910553583888,13.74772708486752,16.431676725154983,12.806248474865697,12.68857754044952,13.638181696985855,12.727922061357855,9.848857801796104,8.774964387392123,12.083045973594572,10.246950765959598,8.12403840463596,8.12403840463596,5.477225575051661,5.830951894845301,4.58257569495584,5.385164807134504
Swansea City_17_18,33.03028912982749,27.0,33.0,21.95449840010015,13.564659966250536,12.449899597988733,11.874342087037917,16.911534525287763,10.344080432788601,13.74772708486752,12.083045973594572,12.884098726725126,7.280109889280518,10.488088481701515,11.445523142259598,11.445523142259598,7.681145747868608,8.660254037844387,12.0,14.560219778561036
Crystal Palace_17_18,39.395431207184416,33.555923471125034,37.54996671103717,26.70205984563738,17.97220075561143,19.390719429665317,16.431676725154983,18.681541692269406,16.73320053068151,17.72004514666935,15.0,14.45683229480096,14.352700094407323,14.594519519326424,13.416407864998739,13.416407864998739,9.38083151964686,9.797958971132712,4.358898943540674,9.539392014169456
Manchester City_18_19,6.782329983125268,12.569805089976535,9.273618495495704,18.193405398660254,28.583211855912904,28.178005607210743,30.62678566222711,27.147743920996454,29.698484809834994,26.90724809414742,29.748949561287034,30.740852297878796,32.09361307176243,30.083217912982647,31.400636936215164,31.400636936215164,35.24202037341219,35.185224171518364,43.60045871318328,40.01249804748511
Liverpool_18_19,7.14142842854285,4.58257569495584,14.317821063276353,11.40175425099138,18.547236990991408,17.05872210923198,20.223748416156685,20.83266665599966,19.261360284258224,19.1049731745428,21.6794833886788,23.021728866442675,21.93171219946131,21.95449840010015,23.727621035409346,23.727621035409346,26.589471600616662,27.331300737432898,34.9857113690718,33.52610922848042
Chelsea_18_19,5.0990195135927845,3.4641016151377544,9.055385138137417,8.774964387392123,18.466185312619388,17.944358444926362,20.445048300260872,18.411952639521967,19.544820285692065,17.4928556845359,20.273134932713294,21.42428528562855,22.090722034374522,20.663978319771825,22.135943621178654,22.135943621178654,25.65151067676132,25.96150997149434,34.07345007480164,31.448370387032774
Tottenham_18_19,11.832159566199232,6.48074069840786,15.165750888103101,6.4031242374328485,12.12435565298214,11.489125293076057,13.92838827718412,14.866068747318506,13.416407864998739,13.19090595827292,15.524174696260024,16.76305461424021,16.30950643030009,16.15549442140351,17.663521732655695,17.663521732655695,20.493901531919196,21.447610589527216,28.61817604250837,27.477263328068172
Arsenal_18_19,12.727922061357855,9.273618495495704,9.899494936611665,3.3166247903554,13.74772708486752,15.165750888103101,15.937377450509228,11.0,15.684387141358123,11.489125293076057,14.035668847618199,14.730919862656235,18.05547008526779,15.0,15.684387141358123,15.684387141358123,19.748417658131498,19.849433241279208,27.586228448267445,24.269322199023193
Bournemouth_18_19,17.4928556845359,12.328828005937952,15.684387141358123,4.123105625617661,8.06225774829855,9.899494936611665,10.099504938362077,5.916079783099616,9.695359714832659,5.0990195135927845,7.681145747868608,8.660254037844387,11.832159566199232,8.660254037844387,9.486832980505138,9.486832980505138,13.341664064126334,13.638181696985855,21.470910553583888,18.788294228055936
Watford_18_19,18.708286933869708,12.806248474865697,18.920887928424502,6.708203932499369,5.0,5.477225575051661,6.782329983125268,8.18535277187245,5.830951894845301,5.0990195135927845,7.14142842854285,8.660254037844387,8.48528137423857,7.681145747868608,9.273618495495704,9.273618495495704,11.916375287812984,12.884098726725126,20.322401432901575,19.209372712298546
Manchester Utd_18_19,21.6794833886788,16.911534525287763,18.708286933869708,8.18535277187245,8.06225774829855,12.083045973594572,9.899494936611665,3.0,11.045361017187261,6.0,6.708203932499369,6.4031242374328485,12.884098726725126,9.0,8.12403840463596,8.12403840463596,12.083045973594572,12.569805089976535,18.681541692269406,16.0312195418814
Everton_18_19,18.49324200890693,12.884098726725126,17.549928774784245,5.744562646538029,6.4031242374328485,7.615773105863909,8.246211251235321,6.4031242374328485,7.3484692283495345,3.7416573867739413,6.4031242374328485,7.810249675906654,9.486832980505138,7.0,8.366600265340756,8.366600265340756,11.74734012447073,12.24744871391589,20.223748416156685,18.138357147217054
Leicester City_18_19,21.37755832643195,15.652475842498529,20.322401432901575,8.717797887081348,5.0990195135927845,6.708203932499369,6.4031242374328485,5.830951894845301,5.385164807134504,1.7320508075688772,3.7416573867739413,5.477225575051661,7.0,4.242640687119285,5.744562646538029,5.744562646538029,8.774964387392123,9.433981132056603,17.378147196982766,15.684387141358123
