Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,West Ham_21_22,Arsenal_21_22,Tottenham_21_22,Manchester Utd_21_22,Wolves_21_22,Brighton_21_22,Aston Villa_21_22,Leicester City_21_22,Crystal Palace_21_22,Southampton_21_22,Brentford_21_22,Leeds United_21_22,Everton_21_22,Watford_21_22,Newcastle Utd_21_22,Burnley_21_22,Norwich City_21_22
Everton_17_18,42.67317658670374,37.68288736283355,30.199337741083,17.916472867168917,13.92838827718412,10.723805294763608,12.96148139681572,18.466185312619388,10.63014581273465,3.1622776601683795,11.445523142259598,5.916079783099616,3.1622776601683795,4.242640687119285,9.486832980505138,10.0,14.560219778561036,16.76305461424021,15.556349186104045,24.289915602982237
Watford_17_18,43.46262762420146,37.22902093797257,31.464265445104548,18.027756377319946,16.55294535724685,15.0,13.19090595827292,25.357444666211933,17.46424919657298,5.477225575051661,4.58257569495584,6.082762530298219,6.48074069840786,7.483314773547883,7.3484692283495345,7.874007874011811,12.569805089976535,14.730919862656235,18.81488772222678,24.657656011875904
Huddersfield_17_18,49.26459174701441,44.78839135311738,36.68787265568828,25.199206336708304,20.445048300260872,16.401219466856727,20.346989949375804,18.894443627691185,11.874342087037917,10.198039027185569,17.578395831246947,12.041594578792296,7.0710678118654755,6.164414002968976,10.198039027185569,10.488088481701515,13.038404810405298,14.52583904633395,10.488088481701515,18.81488772222678
Brighton_17_18,50.48762224545735,46.66904755831214,37.70941526992961,28.372521918222215,22.80350850198276,19.209372712298546,24.372115213907882,15.524174696260024,10.344080432788601,15.297058540778355,23.93741840717165,16.278820596099706,12.96148139681572,12.083045973594572,17.4928556845359,16.673332000533065,18.384776310850235,20.223748416156685,9.16515138991168,22.494443758403985
West Ham_17_18,50.40833264451424,44.474711915874174,38.13135192987524,25.0,22.40535650240808,19.621416870348583,19.949937343260004,26.888659319497503,18.894443627691185,9.486832980505138,11.180339887498949,10.44030650891055,6.782329983125268,6.324555320336759,1.4142135623730951,2.449489742783178,6.164414002968976,7.810249675906654,14.071247279470288,17.204650534085253
Southampton_17_18,49.66890375275057,44.654227123532216,36.742346141747674,25.67099530598687,21.213203435596427,18.138357147217054,21.213203435596427,19.82422760159901,12.206555615733702,10.198039027185569,17.69180601295413,10.816653826391969,7.0710678118654755,5.830951894845301,10.954451150103322,9.486832980505138,11.575836902790225,13.96424004376894,6.782329983125268,19.339079605813716
Bournemouth_17_18,50.38849074937649,45.232731511594565,37.54996671103717,25.98076211353316,21.77154105707724,18.57417562100671,21.307275752662516,21.283796653792763,13.601470508735444,10.0,16.76305461424021,10.816653826391969,6.48074069840786,5.0990195135927845,9.16515138991168,7.874007874011811,9.899494936611665,12.12435565298214,7.3484692283495345,17.832554500127006
Stoke City_17_18,55.47972602672079,49.3254498205541,43.73785545725808,30.099833886584822,28.231188426986208,25.337718918639855,25.0,33.34666400106613,25.65151067676132,16.0312195418814,14.352700094407323,17.029386365926403,13.74772708486752,13.379088160259652,6.4031242374328485,8.306623862918075,7.810249675906654,6.164414002968976,19.0,14.798648586948742
Newcastle Utd_17_18,51.0,46.0,38.05259518088089,27.073972741361768,22.58317958127243,19.467922333931785,22.627416997969522,20.518284528683193,13.152946437965905,11.575836902790225,18.841443681416774,12.12435565298214,8.366600265340756,7.0710678118654755,11.575836902790225,10.0,11.489125293076057,13.74772708486752,5.477225575051661,18.49324200890693
Crystal Palace_17_18,52.364109846344185,47.3392015141785,39.50949253027682,28.106938645110393,23.727621035409346,20.346989949375804,23.430749027719962,21.95449840010015,14.696938456699069,12.206555615733702,18.81488772222678,13.038404810405298,8.660254037844387,7.280109889280518,10.44030650891055,9.219544457292887,10.246950765959598,12.083045973594572,5.916079783099616,16.401219466856727
West Brom_17_18,55.11805511808268,50.40833264451424,42.1070065428546,31.906112267087632,27.073972741361768,23.874672772626646,27.65863337187866,22.0,15.937377450509228,16.881943016134134,24.124676163629637,17.26267650163207,13.74772708486752,12.449899597988733,16.15549442140351,14.45683229480096,14.45683229480096,16.186414056238647,3.0,17.97220075561143
