Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Arsenal_21_22,Manchester Utd_21_22,West Ham_21_22,Tottenham_21_22,Wolves_21_22,Brighton_21_22,Aston Villa_21_22,Leicester City_21_22,Southampton_21_22,Crystal Palace_21_22,Brentford_21_22,Leeds United_21_22,Everton_21_22,Newcastle Utd_21_22,Burnley_21_22,Norwich City_21_22,Watford_21_22
Chelsea_19_20,27.748873851023216,23.280893453645632,14.0,6.4031242374328485,3.3166247903554,3.0,11.40175425099138,23.853720883753127,19.313207915827967,15.620499351813308,17.233687939614086,19.748417658131498,17.72004514666935,22.38302928559939,24.413111231467404,22.15851980616034,29.8496231131986,29.068883707497267,38.22302970723278,31.240998703626616
Manchester Utd_19_20,30.854497241083024,26.758176320519304,15.033296378372908,5.385164807134504,6.4031242374328485,7.681145747868608,9.16515138991168,18.788294228055936,13.74772708486752,13.19090595827292,17.46424919657298,16.186414056238647,14.352700094407323,19.05255888325765,22.93468988235943,19.4164878389476,27.586228448267445,23.68543856465402,35.397740040855716,28.035691537752374
Sheffield Utd_19_20,39.242833740697165,37.62977544445356,24.041630560342615,12.84523257866513,16.15549442140351,19.87460691435179,9.797958971132712,6.708203932499369,3.0,16.431676725154983,23.853720883753127,14.89966442575134,16.792855623746664,17.52141546793523,23.958297101421877,20.12461179749811,26.92582403567252,17.46424919657298,30.870698080866262,26.267851073127396
Wolves_19_20,37.134889255254286,33.15116890850155,21.470910553583888,9.055385138137417,8.831760866327848,11.832159566199232,5.916079783099616,16.55294535724685,9.486832980505138,8.06225774829855,14.491376746189438,9.848857801796104,9.219544457292887,12.806248474865697,17.46424919657298,13.784048752090222,21.77154105707724,17.832554500127006,28.948229652260256,22.11334438749598
Tottenham_19_20,36.38681079732051,30.854497241083024,21.118712081942874,11.0,8.06225774829855,8.660254037844387,10.198039027185569,22.38302928559939,15.264337522473747,7.0710678118654755,10.44030650891055,11.575836902790225,8.366600265340756,13.96424004376894,16.55294535724685,13.30413469565007,21.37755832643195,20.71231517720798,30.347981810987037,22.22611077089287
Crystal Palace_19_20,44.78839135311738,42.77849927241488,29.49576240750525,17.233687939614086,19.313207915827967,23.259406699226016,11.74734012447073,8.660254037844387,3.3166247903554,15.684387141358123,23.430749027719962,12.328828005937952,15.684387141358123,14.317821063276353,21.118712081942874,17.578395831246947,23.173260452512935,13.0,25.67099530598687,22.22611077089287
Arsenal_19_20,41.6293165929973,37.21558813185679,26.019223662515376,13.490737563232042,12.24744871391589,15.033296378372908,8.306623862918075,18.2208671582886,10.198039027185569,4.58257569495584,12.24744871391589,5.196152422706632,5.385164807134504,8.12403840463596,13.152946437965905,9.273618495495704,17.146428199482248,14.352700094407323,24.413111231467404,17.46424919657298
Everton_19_20,44.56455991031439,40.718546143004666,29.154759474226502,15.84297951775486,15.0,18.466185312619388,9.055385138137417,17.233687939614086,9.433981132056603,6.782329983125268,14.247806848775006,3.7416573867739413,7.483314773547883,6.4031242374328485,12.24744871391589,9.0,15.652475842498529,12.449899597988733,21.37755832643195,15.937377450509228
Southampton_19_20,46.78675026115834,41.96427051671457,32.14031735997639,19.131126469708992,16.186414056238647,18.920887928424502,12.84523257866513,24.166091947189145,16.61324772583615,5.744562646538029,9.273618495495704,5.916079783099616,7.54983443527075,6.164414002968976,6.4031242374328485,6.164414002968976,11.575836902790225,16.431676725154983,19.390719429665317,13.74772708486752
Newcastle Utd_19_20,49.29503017546495,45.58508528016593,33.97057550292606,20.46948949045872,19.621416870348583,23.173260452512935,13.19090595827292,18.894443627691185,11.874342087037917,10.099504938362077,16.583123951777,5.0990195135927845,10.198039027185569,5.385164807134504,11.224972160321824,9.0,13.152946437965905,10.344080432788601,16.881943016134134,13.19090595827292
Brighton_19_20,46.411205543489174,42.261093218230876,30.495901363953813,18.193405398660254,17.804493814764857,20.615528128088304,12.409673645990857,17.46424919657298,9.433981132056603,8.366600265340756,15.84297951775486,4.242640687119285,7.211102550927978,6.082762530298219,13.19090595827292,8.774964387392123,15.264337522473747,8.660254037844387,20.808652046684813,14.352700094407323
Burnley_19_20,50.0,45.34313619501854,34.66987164671943,21.656407827707714,19.72308292331602,22.516660498395403,14.966629547095765,22.912878474779202,15.264337522473747,7.874007874011811,13.0,3.7416573867739413,7.615773105863909,1.7320508075688772,6.782329983125268,4.58257569495584,9.219544457292887,11.357816691600547,15.7797338380595,9.899494936611665
West Ham_19_20,48.104053883222775,43.289721643826724,32.4037034920393,20.024984394500787,18.466185312619388,20.904544960366874,14.071247279470288,21.42428528562855,13.379088160259652,6.48074069840786,12.84523257866513,2.0,5.0990195135927845,2.23606797749979,9.055385138137417,4.58257569495584,11.357816691600547,9.848857801796104,18.411952639521967,11.045361017187261
Watford_19_20,52.46903848937962,48.425200051213004,36.810324638611924,23.790754506740637,22.978250586152114,26.115129714401192,16.881943016134134,20.83266665599966,13.92838827718412,12.12435565298214,18.16590212458495,6.708203932499369,11.180339887498949,5.477225575051661,11.445523142259598,8.94427190999916,11.489125293076057,7.0710678118654755,14.352700094407323,10.344080432788601
Aston Villa_19_20,52.92447448959697,46.95742752749558,38.06573262134856,26.153393661244042,22.847319317591726,24.372115213907882,20.518284528683193,30.430248109405877,22.494443758403985,10.44030650891055,10.198039027185569,10.04987562112089,9.9498743710662,7.874007874011811,2.23606797749979,5.0990195135927845,5.0990195135927845,16.61324772583615,15.937377450509228,8.06225774829855
Bournemouth_19_20,54.18486873657626,49.839743177508446,38.44476557348217,25.632011235952593,24.596747752497688,27.477263328068172,18.867962264113206,22.825424421026653,15.905973720586866,13.038404810405298,18.466185312619388,7.874007874011811,11.74734012447073,5.916079783099616,11.045361017187261,8.774964387392123,10.04987562112089,6.708203932499369,12.84523257866513,8.366600265340756
