Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Arsenal_21_22,Manchester Utd_21_22,Tottenham_21_22,West Ham_21_22,Wolves_21_22,Southampton_21_22,Aston Villa_21_22,Brighton_21_22,Leicester City_21_22,Crystal Palace_21_22,Newcastle Utd_21_22,Brentford_21_22,Leeds United_21_22,Everton_21_22,Burnley_21_22,Watford_21_22,Norwich City_21_22
Burnley_18_19,57.89645930452051,59.15234568468101,45.749316934791494,33.1058907144937,27.477263328068172,25.88435821108957,25.495097567963924,29.49576240750525,13.74772708486752,14.142135623730951,18.466185312619388,12.68857754044952,12.36931687685298,1.7320508075688772,6.164414002968976,13.601470508735444,5.0990195135927845,14.352700094407323,8.94427190999916,18.973665961010276
Newcastle Utd_18_19,58.42944463196617,61.032778078668514,44.73253849269008,33.793490497431605,30.4138126514911,26.981475126464083,28.600699292150182,19.949937343260004,15.905973720586866,17.26267650163207,9.433981132056603,22.561028345356956,14.866068747318506,14.730919862656235,9.486832980505138,27.0,14.628738838327793,4.47213595499958,14.628738838327793,23.53720459187964
Cardiff City_18_19,62.16912416947821,63.796551630946325,49.658836071740545,36.89173349139343,31.78049716414141,29.68164415931166,29.9833287011299,30.01666203960727,17.320508075688775,18.24828759089466,18.81488772222678,18.0,16.1245154965971,6.782329983125268,5.916079783099616,14.071247279470288,5.0,11.874342087037917,6.082762530298219,14.45683229480096
Southampton_18_19,58.94913061275798,60.29925372672534,46.281745861624536,34.336569426778794,28.982753492378876,27.0,26.70205984563738,28.30194339616981,14.352700094407323,14.52583904633395,16.911534525287763,15.033296378372908,11.74734012447073,4.898979485566356,2.23606797749979,16.06237840420901,3.605551275463989,10.44030650891055,6.557438524302,18.411952639521967
Fulham_18_19,72.39475119095306,72.92461861401813,60.663003552412405,48.176757881783615,42.16633728461603,41.048751503547585,40.01249804748511,43.57751713900185,29.086079144497972,29.0,32.2490309931942,25.495097567963924,26.570660511172846,17.029386365926403,17.578395831246947,7.483314773547883,12.449899597988733,22.561028345356956,11.180339887498949,10.44030650891055
Huddersfield_18_19,77.88452991448301,79.50471684120383,64.69157595854347,52.933921071464184,48.176757881783615,45.69463863518345,46.021733996015406,40.8656334834051,33.12099032335839,33.67491648096547,30.479501308256342,34.19064199455752,30.479501308256342,23.430749027719962,19.339079605813716,22.64950330581225,17.832554500127006,17.549928774784245,13.638181696985855,9.273618495495704
Liverpool_19_20,13.30413469565007,19.026297590440446,24.535688292770594,33.83784863137726,39.370039370059054,41.12177038990418,42.1070065428546,51.97114584074513,53.79591062525106,53.9351462406472,58.05170109479997,56.480084985771754,57.60208329565867,65.00769185258002,67.7421582177598,76.53757247260981,70.9154426059656,70.61869440877535,74.62573282722254,84.8351342310484
Manchester City_19_20,15.524174696260024,11.224972160321824,17.832554500127006,24.186773244895647,24.859605789312106,28.61817604250837,25.553864678361276,45.92385001282014,38.91015291668744,37.48332962798263,46.968074263269514,37.76241517699841,40.620192023179804,48.31148931672465,51.66236541235796,58.01723881744115,53.563046963368315,56.24055476255546,57.55866572463264,68.9129886160802
Leicester City_19_20,18.193405398660254,19.79898987322333,8.602325267042627,11.445523142259598,13.416407864998739,16.0312195418814,14.45683229480096,32.01562118716424,27.313000567495326,26.43860813280457,33.85262175962151,29.086079144497972,29.765752132274432,38.2099463490856,40.755367744629666,50.0999001995014,43.60045871318328,44.328320518603,47.36032094485847,58.74521257089806
Chelsea_19_20,35.2845575287547,36.68787265568828,23.83275057562597,12.206555615733702,5.477225575051661,6.4031242374328485,3.0,24.228082879171435,10.862780491200215,10.04987562112089,20.591260281974,12.409673645990857,13.92838827718412,20.92844953645635,24.1039415863879,33.1058907144937,26.589471600616662,29.0,30.479501308256342,41.48493702538308
