Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Tottenham_21_22,Arsenal_21_22,West Ham_21_22,Manchester Utd_21_22,Wolves_21_22,Brighton_21_22,Leicester City_21_22,Crystal Palace_21_22,Brentford_21_22,Aston Villa_21_22,Southampton_21_22,Everton_21_22,Leeds United_21_22,Watford_21_22,Burnley_21_22,Newcastle Utd_21_22,Norwich City_21_22
Southampton_17_18,44.46346815083142,39.8622628559895,34.698703145794944,19.026297590440446,21.354156504062622,20.0,17.08800749063506,14.7648230602334,9.643650760992955,19.544820285692065,10.04987562112089,6.48074069840786,9.1104335791443,4.898979485566356,10.816653826391969,12.36931687685298,13.92838827718412,6.6332495807108,18.81488772222678,21.6794833886788
Stoke City_17_18,48.49742261192856,42.941821107167776,40.162171256046406,25.079872407968907,25.39685019840059,22.64950330581225,19.4164878389476,28.653097563788805,21.633307652783937,13.152946437965905,14.491376746189438,14.594519519326424,10.862780491200215,11.357816691600547,6.324555320336759,3.1622776601683795,5.916079783099616,15.524174696260024,8.774964387392123,16.76305461424021
Newcastle Utd_17_18,45.727453460694704,40.7308237088326,36.24913792078372,20.54263858417414,22.22611077089287,20.248456731316587,17.146428199482248,18.708286933869708,12.767145334803704,17.146428199482248,9.643650760992955,7.0710678118654755,7.280109889280518,3.1622776601683795,7.14142842854285,8.306623862918075,9.797958971132712,6.164414002968976,14.7648230602334,18.81488772222678
Crystal Palace_17_18,47.81213235152768,43.05810028322197,38.22302970723278,21.748563170931547,24.1039415863879,22.561028345356956,19.209372712298546,18.138357147217054,13.341664064126334,19.672315572906,12.24744871391589,9.1104335791443,9.899494936611665,5.0,9.486832980505138,9.486832980505138,11.357816691600547,5.385164807134504,15.066519173319364,17.233687939614086
West Ham_17_18,48.88762624632127,43.56604182158393,39.8622628559895,24.06241883103193,25.238858928247925,22.825424421026653,19.519221295943137,24.228082879171435,18.05547008526779,16.15549442140351,12.806248474865697,11.532562594670797,9.273618495495704,7.280109889280518,5.477225575051661,3.4641016151377544,5.385164807134504,9.433981132056603,9.219544457292887,14.798648586948742
Bournemouth_17_18,49.416596402423345,44.654227123532216,39.736632972611055,23.600847442411894,25.98076211353316,24.392621835300936,21.236760581595302,18.466185312619388,14.491376746189438,21.656407827707714,13.92838827718412,10.816653826391969,11.832159566199232,7.14142842854285,11.224972160321824,11.224972160321824,12.206555615733702,3.3166247903554,15.394804318340652,16.76305461424021
West Brom_17_18,51.088159097779204,46.32493928760188,41.340053217188775,25.553864678361276,27.94637722496424,26.324893162176366,23.345235059857504,19.1049731745428,15.937377450509228,23.727621035409346,15.811388300841896,12.767145334803704,13.92838827718412,9.433981132056603,13.19090595827292,13.19090595827292,13.45362404707371,2.23606797749979,16.09347693943108,16.64331697709324
Swansea City_17_18,53.600373133029585,49.040799340956916,43.749285708454714,27.748873851023216,30.56141357987225,29.223278392404914,26.19160170741759,19.44222209522358,17.69180601295413,26.981475126464083,18.894443627691185,15.620499351813308,17.11724276862369,12.409673645990857,16.401219466856727,16.0312195418814,16.30950643030009,5.0990195135927845,18.0,16.55294535724685
Liverpool_18_19,9.486832980505138,15.165750888103101,11.704699910719626,27.184554438136374,25.15949125081825,28.372521918222215,31.12876483254676,37.66961640367472,35.6931365951495,40.2119385257662,37.94733192202055,39.30648801406709,41.15823125451335,43.73785545725808,45.9782557302906,49.07137658554119,51.66236541235796,50.724747411889595,58.31809324729333,64.27285585688566
Tottenham_18_19,10.198039027185569,9.16515138991168,6.4031242374328485,18.788294228055936,15.0,17.578395831246947,20.518284528683193,33.0,28.495613697550013,28.372521918222215,28.106938645110393,30.14962686336267,31.016124838541646,34.36568055487916,35.4400902933387,38.44476557348217,41.02438299353203,42.20189569201838,47.54997371187496,54.378304497290095
