Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Tottenham_21_22,Arsenal_21_22,West Ham_21_22,Manchester Utd_21_22,Wolves_21_22,Brighton_21_22,Aston Villa_21_22,Leicester City_21_22,Crystal Palace_21_22,Brentford_21_22,Everton_21_22,Southampton_21_22,Leeds United_21_22,Watford_21_22,Burnley_21_22,Newcastle Utd_21_22,Norwich City_21_22
West Brom_17_18,41.012193308819754,45.31004303683677,36.851051545376556,18.973665961010276,18.601075237738275,21.283796653792763,20.73644135332772,12.84523257866513,11.045361017187261,13.92838827718412,22.561028345356956,13.564659966250536,11.0,12.449899597988733,6.4031242374328485,11.357816691600547,16.431676725154983,7.0710678118654755,16.64331697709324,13.2664991614216
Crystal Palace_17_18,43.289721643826724,46.87216658103186,38.91015291668744,20.493901531919196,19.544820285692065,22.38302928559939,20.73644135332772,17.233687939614086,14.7648230602334,13.92838827718412,20.322401432901575,14.0,11.532562594670797,10.344080432788601,5.385164807134504,6.708203932499369,12.24744871391589,5.0990195135927845,11.532562594670797,8.246211251235321
West Ham_17_18,43.977266854592045,46.82947789587238,39.42080668885405,21.540659228538015,20.149441679609886,22.64950330581225,20.346989949375804,20.615528128088304,17.60681686165901,13.92838827718412,17.916472867168917,14.142135623730951,12.206555615733702,9.1104335791443,7.0,3.605551275463989,8.602325267042627,6.164414002968976,7.54983443527075,7.483314773547883
Swansea City_17_18,44.395945760846224,48.84669896727925,40.311288741492746,22.293496809607955,22.02271554554524,24.859605789312106,24.269322199023193,14.966629547095765,13.96424004376894,17.46424919657298,25.729360660537214,17.11724276862369,14.560219778561036,15.556349186104045,9.486832980505138,13.416407864998739,18.411952639521967,8.660254037844387,17.60681686165901,12.206555615733702
Liverpool_18_19,5.385164807134504,13.490737563232042,9.643650760992955,24.879710609249457,26.019223662515376,23.790754506740637,26.70205984563738,32.64965543462902,32.01562118716424,32.38826948140329,35.41186241925155,32.90896534380867,34.20526275297414,37.62977544445356,39.824615503479755,43.197222132910355,45.088801270381985,44.68780594300866,49.85980344927164,52.86775955154521
Manchester City_18_19,8.602325267042627,5.0,11.575836902790225,31.176914536239792,31.52776554086889,27.874719729532707,30.364452901377952,40.50925820105819,38.91015291668744,36.52396473549935,36.565010597564445,36.71511950137164,38.742741255621034,41.41255848169731,44.82186966202994,47.21228653645151,47.56048780237646,49.01020301937138,52.773099207835045,57.723478758647246
Tottenham_18_19,11.575836902790225,17.291616465790582,9.16515138991168,13.341664064126334,14.142135623730951,12.449899597988733,14.7648230602334,23.515952032609693,21.95449840010015,20.83266665599966,24.06241883103193,21.77154105707724,22.912878474779202,25.865034312755125,28.442925306655784,31.32091952673165,33.436506994600975,33.61547262794322,38.09199390948182,41.15823125451335
Chelsea_18_19,8.12403840463596,13.379088160259652,4.47213595499958,15.937377450509228,16.492422502470642,13.379088160259652,16.30950643030009,25.553864678361276,23.790754506740637,22.135943621178654,24.71841418861655,22.58317958127243,24.186773244895647,27.294688127912362,30.083217912982647,33.0,34.438350715445125,34.72751070837067,39.331920878594275,43.104524124504614
Arsenal_18_19,15.937377450509228,16.0312195418814,11.575836902790225,15.811388300841896,14.89966442575134,11.0,11.832159566199232,27.51363298439521,24.454038521274967,18.547236990991408,17.11724276862369,19.131126469708992,21.283796653792763,22.737634001804146,27.184554438136374,28.372521918222215,28.460498941515414,31.400636936215164,33.66006535941367,39.21734310225516
Manchester Utd_18_19,27.313000567495326,28.513154858766505,22.58317958127243,12.083045973594572,9.695359714832659,8.306623862918075,4.898979485566356,22.02271554554524,17.944358444926362,8.246211251235321,5.744562646538029,9.273618495495704,11.180339887498949,10.63014581273465,16.09347693943108,15.905973720586866,15.937377450509228,19.949937343260004,21.0,26.870057685088806
Wolves_18_19,28.231188426986208,33.19638534539566,24.351591323771842,5.916079783099616,6.4031242374328485,9.695359714832659,10.44030650891055,7.874007874011811,4.123105625617661,7.810249675906654,18.05547008526779,8.660254037844387,7.3484692283495345,11.832159566199232,11.045361017187261,15.937377450509228,20.223748416156685,16.401219466856727,23.452078799117146,23.895606290697042
