Team,Chelsea_21_22,Liverpool_21_22,Manchester City_21_22,Manchester Utd_21_22,Everton_21_22,Brighton_21_22,Brentford_21_22,Tottenham_21_22,West Ham_21_22,Aston Villa_21_22,Arsenal_21_22,Wolves_21_22,Leicester City_21_22,Crystal Palace_21_22,Watford_21_22,Leeds United_21_22,Southampton_21_22,Burnley_21_22,Newcastle Utd_21_22,Norwich City_21_22
Manchester City_18_19,6.708203932499369,6.4031242374328485,8.602325267042627,9.1104335791443,10.677078252031311,14.071247279470288,13.379088160259652,17.97220075561143,12.727922061357855,15.427248620541512,19.6468827043885,19.1049731745428,18.601075237738275,19.4164878389476,19.72308292331602,22.045407685048602,23.021728866442675,24.0,24.372115213907882,29.223278392404914
Liverpool_18_19,3.0,5.385164807134504,5.0990195135927845,5.916079783099616,7.3484692283495345,8.831760866327848,9.1104335791443,13.379088160259652,10.677078252031311,11.916375287812984,15.165750888103101,14.45683229480096,15.427248620541512,16.0312195418814,16.0312195418814,18.81488772222678,19.339079605813716,20.493901531919196,21.77154105707724,25.729360660537214
Chelsea_18_19,2.23606797749979,3.0,3.7416573867739413,3.3166247903554,4.69041575982343,7.615773105863909,7.14142842854285,11.445523142259598,7.874007874011811,9.486832980505138,13.19090595827292,12.84523257866513,12.884098726725126,13.601470508735444,13.74772708486752,16.30950643030009,17.146428199482248,18.2208671582886,19.131126469708992,23.366642891095847
Tottenham_18_19,4.242640687119285,3.1622776601683795,4.123105625617661,1.4142135623730951,1.7320508075688772,6.4031242374328485,5.0990195135927845,9.055385138137417,5.0,6.708203932499369,10.723805294763608,10.862780491200215,9.9498743710662,10.770329614269007,11.045361017187261,13.379088160259652,14.52583904633395,15.524174696260024,16.15549442140351,20.518284528683193
Arsenal_18_19,6.164414002968976,4.242640687119285,6.082762530298219,3.1622776601683795,1.7320508075688772,7.280109889280518,5.830951894845301,8.602325267042627,4.123105625617661,6.4031242374328485,10.344080432788601,11.224972160321824,9.1104335791443,10.198039027185569,10.677078252031311,12.449899597988733,14.247806848775006,15.132745950421556,15.132745950421556,19.72308292331602
Watford_18_19,7.0710678118654755,6.6332495807108,5.916079783099616,3.7416573867739413,2.23606797749979,4.358898943540674,2.449489742783178,5.477225575051661,4.123105625617661,3.3166247903554,7.0,7.483314773547883,6.708203932499369,7.3484692283495345,7.483314773547883,10.04987562112089,11.0,12.041594578792296,13.152946437965905,17.0
Bournemouth_18_19,9.9498743710662,8.06225774829855,9.273618495495704,6.4031242374328485,4.242640687119285,8.12403840463596,6.4031242374328485,6.4031242374328485,3.4641016151377544,4.69041575982343,7.874007874011811,10.04987562112089,5.830951894845301,7.280109889280518,8.06225774829855,8.831760866327848,11.575836902790225,12.24744871391589,11.489125293076057,16.1245154965971
Leicester City_18_19,8.306623862918075,6.4031242374328485,7.3484692283495345,4.58257569495584,2.8284271247461903,7.3484692283495345,5.0,7.0,1.4142135623730951,3.7416573867739413,8.246211251235321,9.433981132056603,6.0,7.14142842854285,7.810249675906654,9.38083151964686,11.313708498984761,12.083045973594572,11.916375287812984,16.673332000533065
Wolves_18_19,8.602325267042627,9.486832980505138,7.0,6.324555320336759,5.744562646538029,2.23606797749979,2.0,4.47213595499958,7.280109889280518,4.123105625617661,5.385164807134504,4.242640687119285,7.280109889280518,7.0710678118654755,6.48074069840786,10.04987562112089,9.433981132056603,10.723805294763608,13.45362404707371,16.0312195418814
Manchester Utd_18_19,11.916375287812984,10.488088481701515,10.63014581273465,8.246211251235321,6.4031242374328485,8.306623862918075,6.324555320336759,4.898979485566356,4.58257569495584,3.0,5.385164807134504,7.874007874011811,2.23606797749979,3.7416573867739413,4.69041575982343,5.385164807134504,8.06225774829855,8.660254037844387,8.306623862918075,12.68857754044952
Everton_18_19,11.357816691600547,9.848857801796104,9.899494936611665,7.681145747868608,6.164414002968976,8.366600265340756,5.916079783099616,5.916079783099616,3.7416573867739413,2.449489742783178,6.164414002968976,7.810249675906654,2.449489742783178,3.605551275463989,4.58257569495584,5.830951894845301,7.874007874011811,8.48528137423857,8.366600265340756,13.038404810405298
Burnley_18_19,13.45362404707371,12.36931687685298,11.74734012447073,9.9498743710662,8.602325267042627,9.273618495495704,7.14142842854285,5.916079783099616,6.48074069840786,3.7416573867739413,5.0990195135927845,6.708203932499369,1.4142135623730951,1.0,2.23606797749979,3.7416573867739413,5.0990195135927845,5.656854249492381,6.48074069840786,10.488088481701515
Crystal Palace_18_19,14.352700094407323,14.560219778561036,12.449899597988733,11.575836902790225,10.63014581273465,8.18535277187245,7.3484692283495345,5.477225575051661,10.04987562112089,5.916079783099616,3.605551275463989,2.8284271247461903,5.744562646538029,4.242640687119285,2.8284271247461903,6.4031242374328485,3.605551275463989,5.0,9.433981132056603,10.44030650891055
West Ham_18_19,14.52583904633395,13.45362404707371,12.884098726725126,11.0,9.486832980505138,9.899494936611665,8.06225774829855,5.744562646538029,7.483314773547883,4.69041575982343,4.69041575982343,7.0,1.4142135623730951,1.0,2.23606797749979,2.449489742783178,4.69041575982343,5.0990195135927845,5.656854249492381,9.38083151964686
Brighton_18_19,16.431676725154983,15.165750888103101,14.730919862656235,12.884098726725126,11.445523142259598,12.041594578792296,10.099504938362077,7.874007874011811,9.0,6.708203932499369,6.557438524302,8.602325267042627,3.3166247903554,2.8284271247461903,3.7416573867739413,1.7320508075688772,4.358898943540674,4.123105625617661,3.605551275463989,7.810249675906654
Southampton_18_19,16.30950643030009,15.684387141358123,14.45683229480096,13.038404810405298,11.789826122551595,11.0,9.486832980505138,7.0710678118654755,10.04987562112089,6.708203932499369,5.196152422706632,6.48074069840786,4.358898943540674,2.8284271247461903,2.449489742783178,3.3166247903554,1.7320508075688772,2.23606797749979,5.744562646538029,7.54983443527075
Fulham_18_19,18.411952639521967,16.76305461424021,16.911534525287763,14.730919862656235,13.038404810405298,14.212670403551895,12.36931687685298,9.433981132056603,10.392304845413264,8.831760866327848,8.366600265340756,11.180339887498949,5.0990195135927845,5.385164807134504,6.4031242374328485,2.449489742783178,6.782329983125268,6.164414002968976,2.0,7.211102550927978
Newcastle Utd_18_19,19.131126469708992,18.81488772222678,17.11724276862369,16.1245154965971,15.132745950421556,13.601470508735444,12.328828005937952,10.198039027185569,13.45362404707371,10.04987562112089,8.06225774829855,8.12403840463596,8.06225774829855,6.48074069840786,5.830951894845301,6.4031242374328485,2.23606797749979,1.7320508075688772,7.280109889280518,6.4031242374328485
Cardiff City_18_19,22.045407685048602,20.92844953645635,20.322401432901575,18.547236990991408,17.0,16.76305461424021,15.362291495737216,11.832159566199232,14.730919862656235,12.206555615733702,10.04987562112089,12.24744871391589,8.774964387392123,8.12403840463596,8.366600265340756,5.385164807134504,6.4031242374328485,5.196152422706632,4.123105625617661,2.23606797749979
Huddersfield_18_19,22.561028345356956,21.563858652847824,20.83266665599966,19.1049731745428,17.549928774784245,17.029386365926403,15.7797338380595,12.041594578792296,15.427248620541512,12.727922061357855,10.198039027185569,12.36931687685298,9.38083151964686,8.660254037844387,8.774964387392123,6.0,6.6332495807108,5.477225575051661,5.0990195135927845,1.4142135623730951
Liverpool_19_20,6.164414002968976,6.164414002968976,8.306623862918075,8.12403840463596,9.1104335791443,12.206555615733702,12.083045973594572,15.811388300841896,11.874342087037917,14.177446878757825,17.74823934929885,17.72004514666935,17.291616465790582,18.2208671582886,18.49324200890693,20.663978319771825,21.97726097583591,23.0,23.345235059857504,27.874719729532707
Manchester City_19_20,12.649110640673518,10.099504938362077,13.74772708486752,13.19090595827292,14.177446878757825,19.209372712298546,17.4928556845359,21.587033144922902,14.247806848775006,18.138357147217054,23.0,23.108440016582687,20.322401432901575,21.400934559032695,22.135943621178654,23.430749027719962,25.238858928247925,25.865034312755125,24.71841418861655,30.512292604784715
Leicester City_19_20,3.4641016151377544,4.242640687119285,2.23606797749979,1.4142135623730951,3.0,5.0,3.7416573867739413,8.831760866327848,5.916079783099616,6.4031242374328485,10.246950765959598,9.486832980505138,10.04987562112089,10.488088481701515,10.488088481701515,13.45362404707371,13.74772708486752,14.866068747318506,16.34013463836819,20.273134932713294
Arsenal_19_20,9.433981132056603,7.681145747868608,8.48528137423857,5.744562646538029,3.7416573867739413,7.483314773547883,5.385164807134504,6.082762530298219,2.449489742783178,3.4641016151377544,7.3484692283495345,9.1104335791443,5.0990195135927845,6.4031242374328485,7.14142842854285,8.366600265340756,10.677078252031311,11.40175425099138,11.045361017187261,15.684387141358123
West Ham_19_20,8.774964387392123,8.18535277187245,7.483314773547883,5.385164807134504,3.7416573867739413,4.898979485566356,3.0,4.123105625617661,4.242640687119285,2.0,5.477225575051661,6.557438524302,5.0990195135927845,5.744562646538029,5.916079783099616,8.366600265340756,9.486832980505138,10.488088481701515,11.575836902790225,15.297058540778355
Tottenham_19_20,7.874007874011811,5.830951894845301,6.708203932499369,4.242640687119285,3.3166247903554,7.810249675906654,5.0990195135927845,8.12403840463596,1.0,4.123105625617661,9.1104335791443,9.695359714832659,6.557438524302,7.483314773547883,8.12403840463596,9.9498743710662,11.445523142259598,12.206555615733702,12.206555615733702,17.11724276862369
Bournemouth_19_20,10.488088481701515,8.246211251235321,9.539392014169456,6.782329983125268,5.0,9.1104335791443,6.782329983125268,7.3484692283495345,2.23606797749979,4.358898943540674,8.306623862918075,10.198039027185569,5.0,6.48074069840786,7.483314773547883,8.06225774829855,10.816653826391969,11.357816691600547,10.246950765959598,15.394804318340652
Chelsea_19_20,11.224972160321824,8.602325267042627,10.44030650891055,7.615773105863909,5.916079783099616,10.44030650891055,8.12403840463596,8.602325267042627,3.0,5.744562646538029,9.539392014169456,11.575836902790225,5.916079783099616,7.483314773547883,8.602325267042627,8.660254037844387,11.789826122551595,12.206555615733702,10.44030650891055,15.905973720586866
Crystal Palace_19_20,11.045361017187261,11.74734012447073,9.433981132056603,8.602325267042627,7.681145747868608,4.123105625617661,4.242640687119285,3.1622776601683795,8.54400374531753,4.58257569495584,3.3166247903554,2.449489742783178,6.557438524302,6.0,5.0990195135927845,8.660254037844387,7.681145747868608,9.0,12.206555615733702,14.035668847618199
Manchester Utd_19_20,10.04987562112089,10.04987562112089,8.12403840463596,7.14142842854285,6.48074069840786,5.477225575051661,3.3166247903554,5.196152422706632,6.164414002968976,2.449489742783178,5.0990195135927845,4.123105625617661,5.0990195135927845,4.58257569495584,4.123105625617661,7.874007874011811,7.0710678118654755,8.246211251235321,10.862780491200215,13.92838827718412
Burnley_19_20,10.488088481701515,9.695359714832659,8.774964387392123,7.0710678118654755,5.916079783099616,6.708203932499369,4.242640687119285,5.0990195135927845,4.58257569495584,1.0,5.196152422706632,5.830951894845301,3.3166247903554,3.4641016151377544,3.7416573867739413,6.557438524302,7.14142842854285,8.06225774829855,9.433981132056603,13.30413469565007
Sheffield Utd_19_20,12.0,12.24744871391589,10.04987562112089,9.273618495495704,8.54400374531753,6.4031242374328485,5.0990195135927845,5.0990195135927845,8.18535277187245,4.123105625617661,4.123105625617661,2.449489742783178,5.385164807134504,4.242640687119285,3.1622776601683795,7.280109889280518,5.385164807134504,6.708203932499369,10.344080432788601,12.449899597988733
Wolves_19_20,13.45362404707371,12.36931687685298,11.74734012447073,9.9498743710662,8.602325267042627,9.273618495495704,7.14142842854285,5.916079783099616,6.48074069840786,3.7416573867739413,5.0990195135927845,6.708203932499369,1.4142135623730951,1.0,2.23606797749979,3.7416573867739413,5.0990195135927845,5.656854249492381,6.48074069840786,10.488088481701515
