Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Arsenal_21_22,Manchester Utd_21_22,Tottenham_21_22,West Ham_21_22,Wolves_21_22,Brighton_21_22,Southampton_21_22,Aston Villa_21_22,Leicester City_21_22,Crystal Palace_21_22,Brentford_21_22,Leeds United_21_22,Everton_21_22,Newcastle Utd_21_22,Burnley_21_22,Norwich City_21_22,Watford_21_22
Southampton_17_18,52.15361924162119,49.93996395673509,36.24913792078372,25.96150997149434,23.0,19.924858845171276,24.269322199023193,23.430749027719962,16.401219466856727,9.433981132056603,10.198039027185569,17.69180601295413,9.899494936611665,5.385164807134504,12.806248474865697,7.874007874011811,10.198039027185569,5.477225575051661,15.524174696260024,10.816653826391969
Stoke City_17_18,60.73713855624086,57.367238037053866,46.14108798023731,35.05709628591621,30.298514815086232,28.035691537752374,31.20897306865447,37.17526059088221,30.033314835362415,17.204650534085253,17.578395831246947,17.146428199482248,18.193405398660254,12.727922061357855,6.4031242374328485,11.357816691600547,6.4031242374328485,21.095023109728988,10.295630140987,8.602325267042627
West Brom_17_18,55.39855593785816,53.9351462406472,39.408120990476064,29.478805945967352,27.60434748368452,23.874672772626646,29.223278392404914,22.40535650240808,17.146428199482248,15.427248620541512,16.401219466856727,24.372115213907882,16.0312195418814,12.0,18.788294228055936,14.45683229480096,15.7797338380595,3.3166247903554,16.61324772583615,14.491376746189438
Swansea City_17_18,61.00819617067857,59.39696961966999,45.18849411078001,34.49637662132068,32.07802986469088,28.089143810376278,33.83784863137726,27.80287754891569,22.825424421026653,18.627936010197157,19.748417658131498,26.324893162176366,19.697715603592208,13.74772708486752,18.05547008526779,15.684387141358123,14.7648230602334,9.695359714832659,11.0,12.206555615733702
Liverpool_18_19,3.3166247903554,12.36931687685298,18.57417562100671,28.583211855912904,32.46536616149585,35.9722114972099,31.96873472629156,40.422765862815474,40.8656334834051,46.66904755831214,46.33573135281238,47.7283982551269,46.82947789587238,52.706735812417755,56.45352070508977,53.376024580330075,57.645468165329355,54.26785420486054,67.36467917239716,62.3377895020348
Manchester City_18_19,7.681145747868608,5.744562646538029,20.024984394500787,30.870698080866262,33.31666249791537,38.02630668366309,31.591137997862628,45.18849411078001,43.977266854592045,47.265209192385896,46.50806381693394,46.281745861624536,46.74398357008097,53.16013544000805,56.16938667993447,53.301031884945715,57.645468165329355,55.86591089385369,68.30812543175226,62.27358990776106
Tottenham_18_19,12.884098726725126,12.649110640673518,8.831760866327848,15.297058540778355,18.138357147217054,22.293496809607955,17.578395831246947,31.0,29.206163733020468,32.54228019054596,32.155870381627054,33.12099032335839,32.802438933713454,38.63935817272331,41.88078318274385,39.11521443121589,43.243496620879306,41.54515615568198,53.301031884945715,48.176757881783615
Chelsea_18_19,18.708286933869708,20.396078054371138,6.782329983125268,9.486832980505138,14.730919862656235,17.0,15.652475842498529,21.563858652847824,20.904544960366874,27.76688675382964,27.748873851023216,31.38470965295043,28.35489375751565,33.66006535941367,38.39270764090493,34.785054261852174,39.06404996924922,34.49637662132068,48.010415536631214,43.46262762420146
Arsenal_18_19,23.280893453645632,19.026297590440446,14.142135623730951,13.564659966250536,12.12435565298214,17.74823934929885,9.9498743710662,31.670175244226233,27.03701166919155,25.15949125081825,24.372115213907882,23.043437243605826,25.019992006393608,31.0,32.83291031876401,30.789608636681304,34.66987164671943,36.24913792078372,45.617978911828175,39.83716857408418
Manchester Utd_18_19,24.71841418861655,21.0,15.0,12.36931687685298,10.488088481701515,15.937377450509228,8.831760866327848,30.495901363953813,25.729360660537214,23.53720459187964,22.869193252058544,21.6794833886788,23.68543856465402,29.427877939124322,31.160872901765764,29.274562336608895,33.03028912982749,34.88552708502482,43.840620433565945,38.34057902536163
