Team,Chelsea_21_22,Liverpool_21_22,Manchester Utd_21_22,Brighton_21_22,Manchester City_21_22,Everton_21_22,Tottenham_21_22,West Ham_21_22,Brentford_21_22,Aston Villa_21_22,Watford_21_22,Leicester City_21_22,Arsenal_21_22,Crystal Palace_21_22,Southampton_21_22,Wolves_21_22,Leeds United_21_22,Newcastle Utd_21_22,Burnley_21_22,Norwich City_21_22
West Ham_18_19,15.7797338380595,15.7797338380595,14.594519519326424,11.575836902790225,13.601470508735444,9.486832980505138,8.06225774829855,8.774964387392123,10.295630140987,6.4031242374328485,4.358898943540674,4.242640687119285,4.69041575982343,3.605551275463989,5.196152422706632,6.708203932499369,1.0,2.449489742783178,3.4641016151377544,5.196152422706632
Cardiff City_18_19,16.30950643030009,16.30950643030009,15.684387141358123,11.874342087037917,13.856406460551018,10.816653826391969,7.615773105863909,10.198039027185569,9.433981132056603,7.3484692283495345,5.0990195135927845,4.58257569495584,4.123105625617661,3.7416573867739413,3.7416573867739413,4.242640687119285,3.7416573867739413,5.0,1.0,5.477225575051661
Huddersfield_18_19,17.916472867168917,17.916472867168917,17.05872210923198,13.19090595827292,15.652475842498529,12.0,8.660254037844387,11.532562594670797,11.224972160321824,8.774964387392123,6.4031242374328485,5.830951894845301,4.47213595499958,5.196152422706632,5.744562646538029,6.082762530298219,3.3166247903554,4.47213595499958,2.449489742783178,3.605551275463989
Newcastle Utd_18_19,16.0312195418814,16.0312195418814,15.524174696260024,12.083045973594572,13.379088160259652,10.862780491200215,8.306623862918075,9.9498743710662,9.273618495495704,7.280109889280518,5.385164807134504,5.0990195135927845,5.477225575051661,4.123105625617661,3.605551275463989,4.123105625617661,4.58257569495584,5.477225575051661,1.4142135623730951,6.4031242374328485
Burnley_18_19,17.4928556845359,17.4928556845359,16.73320053068151,13.152946437965905,15.033296378372908,11.789826122551595,8.94427190999916,11.045361017187261,10.816653826391969,8.366600265340756,6.164414002968976,5.744562646538029,5.196152422706632,4.898979485566356,5.0990195135927845,5.477225575051661,3.4641016151377544,4.358898943540674,1.0,4.242640687119285
Liverpool_19_20,4.69041575982343,4.69041575982343,2.8284271247461903,8.54400374531753,7.0710678118654755,7.681145747868608,13.564659966250536,8.602325267042627,12.36931687685298,11.045361017187261,13.341664064126334,14.035668847618199,16.583123951777,14.696938456699069,15.684387141358123,17.72004514666935,17.549928774784245,18.193405398660254,19.1049731745428,22.22611077089287
Manchester City_19_20,7.0710678118654755,7.0710678118654755,4.69041575982343,9.433981132056603,7.0710678118654755,6.082762530298219,13.038404810405298,5.477225575051661,11.874342087037917,8.602325267042627,10.954451150103322,11.874342087037917,14.866068747318506,12.24744871391589,13.416407864998739,15.684387141358123,14.352700094407323,14.594519519326424,16.09347693943108,18.973665961010276
Tottenham_19_20,7.14142842854285,7.14142842854285,5.744562646538029,6.0,5.385164807134504,2.449489742783178,8.06225774829855,1.0,7.211102550927978,3.3166247903554,5.744562646538029,6.6332495807108,9.695359714832659,7.0,8.06225774829855,10.344080432788601,9.848857801796104,10.488088481701515,11.045361017187261,14.45683229480096
Manchester Utd_19_20,7.0710678118654755,7.0710678118654755,7.0710678118654755,4.123105625617661,4.69041575982343,4.123105625617661,5.477225575051661,4.242640687119285,3.605551275463989,3.1622776601683795,4.898979485566356,5.385164807134504,8.06225774829855,5.830951894845301,6.0,7.874007874011811,9.899494936611665,11.0,9.9498743710662,14.142135623730951
Leicester City_19_20,8.366600265340756,8.366600265340756,8.602325267042627,4.123105625617661,6.164414002968976,5.385164807134504,3.7416573867739413,5.830951894845301,2.23606797749979,3.7416573867739413,4.47213595499958,4.58257569495584,6.708203932499369,5.0990195135927845,4.898979485566356,6.48074069840786,9.486832980505138,10.816653826391969,9.1104335791443,13.416407864998739
Arsenal_19_20,9.486832980505138,9.486832980505138,8.12403840463596,5.744562646538029,7.874007874011811,3.0,5.477225575051661,3.1622776601683795,6.708203932499369,1.4142135623730951,2.8284271247461903,3.605551275463989,6.4031242374328485,4.242640687119285,6.0,8.366600265340756,7.0710678118654755,8.06225774829855,8.660254037844387,11.661903789690601
Chelsea_19_20,11.224972160321824,11.224972160321824,8.831760866327848,9.0,10.198039027185569,4.58257569495584,9.486832980505138,4.0,10.816653826391969,5.0990195135927845,6.164414002968976,7.0,9.433981132056603,7.3484692283495345,9.486832980505138,11.916375287812984,7.874007874011811,8.06225774829855,10.816653826391969,12.409673645990857
West Ham_19_20,9.848857801796104,9.848857801796104,9.1104335791443,5.0990195135927845,8.06225774829855,4.47213595499958,3.3166247903554,5.0,5.0990195135927845,2.23606797749979,2.23606797749979,2.449489742783178,4.898979485566356,3.3166247903554,4.58257569495584,6.708203932499369,7.14142842854285,8.48528137423857,7.874007874011811,11.357816691600547
Bournemouth_19_20,10.770329614269007,10.770329614269007,9.273618495495704,7.14142842854285,9.055385138137417,4.123105625617661,6.164414002968976,3.7416573867739413,7.681145747868608,2.0,2.449489742783178,3.3166247903554,6.082762530298219,3.7416573867739413,5.830951894845301,8.246211251235321,5.830951894845301,6.708203932499369,7.810249675906654,10.488088481701515
Southampton_19_20,10.488088481701515,10.488088481701515,10.198039027185569,5.744562646538029,8.366600265340756,5.916079783099616,2.8284271247461903,6.164414002968976,4.123105625617661,3.1622776601683795,2.449489742783178,2.23606797749979,4.358898943540674,2.8284271247461903,3.1622776601683795,5.0990195135927845,7.211102550927978,8.660254037844387,7.0,11.045361017187261
Everton_19_20,11.0,11.0,10.44030650891055,6.164414002968976,9.0,5.830951894845301,3.0,6.082762530298219,5.0990195135927845,3.0,1.7320508075688772,1.4142135623730951,3.7416573867739413,2.23606797749979,3.3166247903554,5.385164807134504,6.4031242374328485,7.874007874011811,6.6332495807108,10.344080432788601
Crystal Palace_19_20,11.916375287812984,11.916375287812984,11.832159566199232,6.708203932499369,9.899494936611665,7.681145747868608,2.0,8.12403840463596,4.58257569495584,5.0990195135927845,3.7416573867739413,3.0,3.3166247903554,3.4641016151377544,3.1622776601683795,4.242640687119285,7.483314773547883,9.1104335791443,6.708203932499369,10.677078252031311
Norwich City_19_20,13.379088160259652,13.379088160259652,11.357816691600547,10.198039027185569,11.874342087037917,6.48074069840786,9.0,5.744562646538029,10.954451150103322,5.196152422706632,5.0,5.656854249492381,7.615773105863909,5.744562646538029,8.06225774829855,10.344080432788601,5.0,5.0990195135927845,8.366600265340756,9.433981132056603
Burnley_19_20,11.661903789690601,11.661903789690601,11.045361017187261,7.681145747868608,9.273618495495704,6.4031242374328485,5.0990195135927845,5.830951894845301,5.916079783099616,2.8284271247461903,1.4142135623730951,1.7320508075688772,4.58257569495584,1.4142135623730951,2.449489742783178,4.898979485566356,5.477225575051661,6.708203932499369,5.385164807134504,9.486832980505138
Sheffield Utd_19_20,11.74734012447073,11.74734012447073,11.489125293076057,7.54983443527075,9.273618495495704,7.14142842854285,4.47213595499958,6.782329983125268,5.0,3.7416573867739413,2.449489742783178,2.23606797749979,4.358898943540674,2.0,1.4142135623730951,3.7416573867739413,6.324555320336759,7.681145747868608,5.385164807134504,9.899494936611665
