Team,Chelsea_21_22,Liverpool_21_22,Manchester Utd_21_22,Everton_21_22,Manchester City_21_22,Brighton_21_22,Tottenham_21_22,West Ham_21_22,Leicester City_21_22,Brentford_21_22,Crystal Palace_21_22,Aston Villa_21_22,Wolves_21_22,Southampton_21_22,Watford_21_22,Arsenal_21_22,Leeds United_21_22,Burnley_21_22,Newcastle Utd_21_22,Norwich City_21_22
Huddersfield_18_19,13.92838827718412,13.92838827718412,13.92838827718412,12.806248474865697,14.52583904633395,10.344080432788601,9.9498743710662,11.180339887498949,6.0,8.602325267042627,6.557438524302,4.69041575982343,7.0710678118654755,4.58257569495584,3.3166247903554,1.7320508075688772,2.23606797749979,2.449489742783178,3.7416573867739413,2.449489742783178
Newcastle Utd_18_19,11.916375287812984,11.916375287812984,12.409673645990857,11.575836902790225,12.36931687685298,8.774964387392123,8.54400374531753,9.9498743710662,5.0990195135927845,5.656854249492381,4.58257569495584,3.7416573867739413,3.7416573867739413,2.23606797749979,2.23606797749979,4.123105625617661,5.196152422706632,2.0,6.324555320336759,5.477225575051661
Burnley_18_19,13.45362404707371,13.45362404707371,13.45362404707371,12.449899597988733,13.856406460551018,10.198039027185569,10.0,10.677078252031311,5.916079783099616,8.06225774829855,6.0,4.123105625617661,6.4031242374328485,3.7416573867739413,2.8284271247461903,2.8284271247461903,2.449489742783178,1.0,3.605551275463989,3.0
West Ham_18_19,15.165750888103101,15.165750888103101,15.165750888103101,14.142135623730951,15.588457268119896,11.789826122551595,11.445523142259598,12.36931687685298,7.483314773547883,9.486832980505138,7.681145747868608,5.830951894845301,7.615773105863909,5.385164807134504,4.358898943540674,3.3166247903554,3.0,2.449489742783178,3.7416573867739413,1.4142135623730951
Liverpool_19_20,4.123105625617661,4.123105625617661,2.23606797749979,3.0,3.7416573867739413,7.615773105863909,9.486832980505138,4.898979485566356,10.44030650891055,11.445523142259598,10.099504938362077,11.357816691600547,13.45362404707371,12.409673645990857,13.341664064126334,15.427248620541512,15.0996688705415,15.066519173319364,15.84297951775486,18.138357147217054
Manchester City_19_20,5.385164807134504,5.385164807134504,3.0,4.123105625617661,3.7416573867739413,9.055385138137417,11.045361017187261,4.898979485566356,11.180339887498949,12.12435565298214,10.488088481701515,11.532562594670797,13.892443989449804,12.569805089976535,13.638181696985855,15.937377450509228,15.0996688705415,15.066519173319364,15.588457268119896,18.24828759089466
Leicester City_19_20,4.123105625617661,4.123105625617661,5.385164807134504,4.58257569495584,5.477225575051661,1.4142135623730951,3.1622776601683795,4.47213595499958,4.123105625617661,4.358898943540674,3.7416573867739413,5.744562646538029,6.4031242374328485,6.164414002968976,7.0710678118654755,9.273618495495704,10.198039027185569,9.1104335791443,11.445523142259598,12.36931687685298
Crystal Palace_19_20,6.782329983125268,6.782329983125268,8.602325267042627,7.874007874011811,8.306623862918075,3.0,2.23606797749979,7.681145747868608,4.242640687119285,2.0,4.123105625617661,6.164414002968976,4.242640687119285,5.744562646538029,6.4031242374328485,8.306623862918075,10.344080432788601,8.48528137423857,11.832159566199232,11.575836902790225
Arsenal_19_20,6.557438524302,6.557438524302,6.557438524302,5.385164807134504,7.3484692283495345,3.7416573867739413,4.69041575982343,4.242640687119285,2.23606797749979,5.385164807134504,2.449489742783178,3.3166247903554,6.4031242374328485,4.47213595499958,5.0990195135927845,7.0710678118654755,7.3484692283495345,7.0,8.54400374531753,9.9498743710662
Everton_19_20,6.557438524302,6.557438524302,7.681145747868608,6.708203932499369,7.874007874011811,2.449489742783178,2.449489742783178,6.164414002968976,2.23606797749979,3.0,2.449489742783178,4.358898943540674,4.58257569495584,4.47213595499958,5.0990195135927845,7.0710678118654755,8.602325267042627,7.280109889280518,10.04987562112089,10.344080432788601
