Team,Liverpool_21_22,Manchester City_21_22,Chelsea_21_22,Manchester Utd_21_22,Everton_21_22,Brighton_21_22,West Ham_21_22,Aston Villa_21_22,Brentford_21_22,Arsenal_21_22,Tottenham_21_22,Watford_21_22,Leicester City_21_22,Wolves_21_22,Crystal Palace_21_22,Southampton_21_22,Newcastle Utd_21_22,Leeds United_21_22,Burnley_21_22,Norwich City_21_22
Bournemouth_17_18,17.05872210923198,16.24807680927192,15.652475842498529,14.730919862656235,13.416407864998739,12.328828005937952,12.409673645990857,9.486832980505138,9.38083151964686,6.164414002968976,6.324555320336759,5.385164807134504,5.0990195135927845,6.782329983125268,4.123105625617661,4.123105625617661,4.242640687119285,3.605551275463989,1.4142135623730951,6.164414002968976
Crystal Palace_17_18,22.40535650240808,21.37755832643195,20.83266665599966,20.049937655763422,18.681541692269406,17.233687939614086,17.74823934929885,14.730919862656235,14.45683229480096,10.723805294763608,10.63014581273465,10.677078252031311,10.344080432788601,10.44030650891055,9.38083151964686,8.246211251235321,7.681145747868608,6.782329983125268,5.744562646538029,3.605551275463989
Liverpool_18_19,4.58257569495584,5.477225575051661,5.385164807134504,5.916079783099616,7.3484692283495345,8.366600265340756,9.273618495495704,10.677078252031311,11.224972160321824,15.033296378372908,15.165750888103101,14.798648586948742,15.297058540778355,16.55294535724685,16.0312195418814,17.916472867168917,20.445048300260872,20.808652046684813,20.445048300260872,25.768197453450252
Manchester City_18_19,4.58257569495584,7.874007874011811,7.681145747868608,7.0,8.602325267042627,11.575836902790225,9.273618495495704,12.328828005937952,13.19090595827292,17.146428199482248,17.60681686165901,16.15549442140351,16.55294535724685,18.973665961010276,17.46424919657298,19.621416870348583,20.83266665599966,21.42428528562855,21.354156504062622,26.720778431774775
Chelsea_18_19,2.23606797749979,4.69041575982343,4.123105625617661,3.3166247903554,4.69041575982343,6.782329983125268,6.48074069840786,8.366600265340756,9.273618495495704,12.884098726725126,13.19090595827292,12.449899597988733,12.884098726725126,14.89966442575134,13.74772708486752,15.905973720586866,17.832554500127006,18.24828759089466,18.05547008526779,23.323807579381203
Watford_18_19,4.58257569495584,5.0990195135927845,4.123105625617661,2.23606797749979,1.4142135623730951,3.1622776601683795,3.4641016151377544,3.7416573867739413,5.0990195135927845,8.246211251235321,8.602325267042627,7.810249675906654,8.246211251235321,10.677078252031311,9.1104335791443,11.445523142259598,13.416407864998739,13.74772708486752,13.490737563232042,18.708286933869708
Tottenham_18_19,4.69041575982343,6.082762530298219,5.0990195135927845,2.449489742783178,1.0,4.58257569495584,1.7320508075688772,3.605551275463989,5.385164807134504,8.18535277187245,8.774964387392123,7.3484692283495345,7.681145747868608,11.0,8.717797887081348,11.313708498984761,12.449899597988733,12.884098726725126,12.84523257866513,18.027756377319946
Arsenal_18_19,6.164414002968976,8.06225774829855,7.0710678118654755,4.242640687119285,2.23606797749979,5.744562646538029,1.7320508075688772,4.123105625617661,6.4031242374328485,7.681145747868608,8.54400374531753,7.0710678118654755,7.14142842854285,11.532562594670797,8.48528137423857,11.489125293076057,11.445523142259598,11.916375287812984,12.36931687685298,17.11724276862369
Manchester Utd_18_19,8.774964387392123,9.055385138137417,8.18535277187245,6.4031242374328485,4.69041575982343,5.0990195135927845,4.242640687119285,2.0,4.242640687119285,4.242640687119285,5.0990195135927845,3.605551275463989,3.7416573867739413,8.246211251235321,5.0,8.06225774829855,8.831760866327848,9.1104335791443,9.16515138991168,14.071247279470288
Bournemouth_18_19,9.486832980505138,10.63014581273465,9.695359714832659,7.3484692283495345,5.385164807134504,7.0,4.358898943540674,4.123105625617661,6.4031242374328485,5.196152422706632,6.4031242374328485,4.69041575982343,4.358898943540674,10.04987562112089,6.0,9.38083151964686,8.18535277187245,8.602325267042627,9.433981132056603,13.74772708486752
Leicester City_18_19,8.774964387392123,9.899494936611665,9.0,6.708203932499369,5.0990195135927845,7.0710678118654755,3.4641016151377544,3.7416573867739413,5.830951894845301,6.0,7.0710678118654755,4.58257569495584,4.47213595499958,9.899494936611665,5.916079783099616,9.1104335791443,8.246211251235321,8.774964387392123,9.273618495495704,14.071247279470288
Wolves_18_19,10.488088481701515,8.774964387392123,8.246211251235321,8.12403840463596,7.280109889280518,4.58257569495584,7.54983443527075,3.3166247903554,2.23606797749979,4.123105625617661,3.605551275463989,3.7416573867739413,4.58257569495584,4.358898943540674,4.242640687119285,5.477225575051661,10.04987562112089,10.0,8.660254037844387,14.035668847618199
Crystal Palace_18_19,13.19090595827292,11.180339887498949,10.770329614269007,10.862780491200215,10.04987562112089,7.280109889280518,10.04987562112089,5.916079783099616,4.58257569495584,4.58257569495584,3.605551275463989,4.242640687119285,5.0,1.7320508075688772,3.7416573867739413,3.1622776601683795,9.433981132056603,9.16515138991168,7.14142842854285,12.36931687685298
Everton_18_19,12.727922061357855,12.84523257866513,12.083045973594572,10.488088481701515,9.0,9.219544457292887,7.681145747868608,5.744562646538029,6.708203932499369,4.358898943540674,5.385164807134504,2.449489742783178,1.7320508075688772,7.810249675906654,2.8284271247461903,6.0,4.358898943540674,4.69041575982343,5.0,9.848857801796104
Brighton_18_19,13.379088160259652,13.416407864998739,12.68857754044952,11.180339887498949,9.797958971132712,10.0,8.366600265340756,6.48074069840786,7.211102550927978,5.0990195135927845,6.0,3.0,2.449489742783178,7.874007874011811,3.0,5.744562646538029,3.7416573867739413,4.123105625617661,4.242640687119285,9.273618495495704
Southampton_18_19,13.674794331177344,12.806248474865697,12.206555615733702,11.357816691600547,10.198039027185569,9.16515138991168,9.273618495495704,6.164414002968976,6.0,4.242640687119285,4.47213595499958,2.23606797749979,2.449489742783178,5.0990195135927845,1.0,3.0,5.477225575051661,5.385164807134504,3.7416573867739413,9.486832980505138
Fulham_18_19,14.52583904633395,14.966629547095765,14.177446878757825,12.36931687685298,10.770329614269007,11.313708498984761,9.273618495495704,7.874007874011811,8.94427190999916,5.830951894845301,6.928203230275509,4.58257569495584,3.7416573867739413,9.486832980505138,4.58257569495584,7.280109889280518,2.449489742783178,3.0,4.69041575982343,8.366600265340756
Burnley_18_19,14.142135623730951,13.674794331177344,13.038404810405298,11.916375287812984,10.723805294763608,10.344080432788601,9.433981132056603,7.0,7.14142842854285,5.385164807134504,5.916079783099616,3.1622776601683795,3.0,6.708203932499369,2.449489742783178,4.242640687119285,4.123105625617661,4.242640687119285,3.0,8.774964387392123
West Ham_18_19,15.7797338380595,15.165750888103101,14.52583904633395,13.45362404707371,12.083045973594572,11.224972160321824,11.045361017187261,8.246211251235321,8.366600265340756,5.0990195135927845,5.477225575051661,4.123105625617661,3.7416573867739413,6.6332495807108,3.0,4.123105625617661,3.7416573867739413,3.3166247903554,2.0,7.0710678118654755
Newcastle Utd_18_19,16.76305461424021,15.297058540778355,14.866068747318506,14.52583904633395,13.638181696985855,12.083045973594572,12.727922061357855,9.486832980505138,8.602325267042627,7.3484692283495345,7.0710678118654755,5.916079783099616,6.164414002968976,5.0990195135927845,4.58257569495584,2.23606797749979,6.782329983125268,6.4031242374328485,3.1622776601683795,8.48528137423857
Cardiff City_18_19,19.697715603592208,19.261360284258224,18.601075237738275,17.378147196982766,15.84297951775486,15.066519173319364,14.730919862656235,12.206555615733702,12.449899597988733,8.306623862918075,8.660254037844387,8.12403840463596,7.54983443527075,9.848857801796104,7.0710678118654755,7.3484692283495345,4.123105625617661,3.1622776601683795,3.605551275463989,3.0
Huddersfield_18_19,19.697715603592208,19.261360284258224,18.601075237738275,17.378147196982766,15.84297951775486,15.066519173319364,14.730919862656235,12.206555615733702,12.449899597988733,8.306623862918075,8.660254037844387,8.12403840463596,7.54983443527075,9.848857801796104,7.0710678118654755,7.3484692283495345,4.123105625617661,3.1622776601683795,3.605551275463989,3.0
Liverpool_19_20,4.58257569495584,8.12403840463596,7.681145747868608,6.4031242374328485,7.3484692283495345,10.295630140987,8.602325267042627,11.489125293076057,12.727922061357855,15.811388300841896,16.30950643030009,15.394804318340652,15.684387141358123,18.439088914585774,16.76305461424021,19.209372712298546,20.149441679609886,20.663978319771825,20.8806130178211,25.88435821108957
Manchester City_19_20,9.273618495495704,13.0,12.649110640673518,11.045361017187261,12.041594578792296,16.0312195418814,11.357816691600547,15.329709716755891,16.522711641858304,19.82422760159901,20.615528128088304,18.275666882497067,18.466185312619388,22.15851980616034,19.544820285692065,21.95449840010015,21.283796653792763,22.090722034374522,22.516660498395403,27.440845468024488
Leicester City_19_20,7.681145747868608,6.0,5.385164807134504,5.385164807134504,4.898979485566356,2.0,5.830951894845301,2.449489742783178,2.0,6.164414002968976,6.0,5.744562646538029,6.48074069840786,7.0710678118654755,6.708203932499369,8.306623862918075,12.083045973594572,12.206555615733702,11.224972160321824,16.673332000533065
Arsenal_19_20,7.810249675906654,9.273618495495704,8.306623862918075,5.744562646538029,3.7416573867739413,6.164414002968976,2.8284271247461903,3.7416573867739413,6.164414002968976,6.324555320336759,7.3484692283495345,5.744562646538029,5.656854249492381,10.677078252031311,7.14142842854285,10.344080432788601,9.797958971132712,10.246950765959598,10.862780491200215,15.427248620541512
West Ham_19_20,8.18535277187245,7.483314773547883,6.708203932499369,5.744562646538029,4.47213595499958,2.8284271247461903,5.0990195135927845,1.4142135623730951,2.8284271247461903,4.69041575982343,4.898979485566356,4.58257569495584,5.0990195135927845,7.3484692283495345,5.744562646538029,8.06225774829855,10.677078252031311,10.816653826391969,10.295630140987,15.427248620541512
Bournemouth_19_20,8.246211251235321,9.539392014169456,8.602325267042627,6.164414002968976,4.358898943540674,6.557438524302,3.0,3.605551275463989,5.916079783099616,6.082762530298219,7.14142842854285,5.0990195135927845,5.0,10.246950765959598,6.48074069840786,9.695359714832659,9.0,9.486832980505138,10.04987562112089,14.730919862656235
Tottenham_19_20,7.810249675906654,8.602325267042627,7.810249675906654,5.916079783099616,5.0990195135927845,7.0710678118654755,3.1622776601683795,3.7416573867739413,5.0990195135927845,7.3484692283495345,8.12403840463596,5.196152422706632,5.477225575051661,9.695359714832659,6.4031242374328485,9.0,9.273618495495704,9.848857801796104,9.695359714832659,15.0996688705415
Manchester Utd_19_20,9.433981132056603,8.12403840463596,7.54983443527075,7.14142842854285,6.48074069840786,5.0990195135927845,6.164414002968976,2.449489742783178,1.4142135623730951,5.0990195135927845,5.0990195135927845,3.3166247903554,4.242640687119285,5.477225575051661,4.123105625617661,5.744562646538029,9.486832980505138,9.643650760992955,8.366600265340756,14.142135623730951
Burnley_19_20,9.695359714832659,8.774964387392123,8.12403840463596,7.3484692283495345,6.4031242374328485,5.385164807134504,5.916079783099616,2.23606797749979,2.23606797749979,4.358898943540674,4.58257569495584,2.449489742783178,3.3166247903554,5.744562646538029,3.4641016151377544,5.656854249492381,8.660254037844387,8.831760866327848,7.810249675906654,13.45362404707371
Sheffield Utd_19_20,10.198039027185569,8.660254037844387,8.12403840463596,7.874007874011811,7.14142842854285,5.196152422706632,7.0,3.0,1.7320508075688772,4.58257569495584,4.358898943540674,3.1622776601683795,4.123105625617661,4.58257569495584,3.7416573867739413,5.0990195135927845,9.433981132056603,9.486832980505138,8.06225774829855,13.74772708486752
Chelsea_19_20,11.224972160321824,13.0,12.083045973594572,9.486832980505138,7.810249675906654,10.246950765959598,5.916079783099616,7.0,9.0,7.681145747868608,9.0,6.48074069840786,5.916079783099616,12.206555615733702,7.483314773547883,10.770329614269007,7.14142842854285,7.874007874011811,9.433981132056603,13.152946437965905
Crystal Palace_19_20,12.884098726725126,11.180339887498949,10.677078252031311,10.488088481701515,9.433981132056603,6.708203932499369,9.539392014169456,5.385164807134504,4.58257569495584,3.3166247903554,2.23606797749979,3.7416573867739413,4.358898943540674,3.0,3.4641016151377544,4.0,9.1104335791443,8.831760866327848,7.280109889280518,12.206555615733702
Southampton_19_20,12.449899597988733,11.661903789690601,11.0,10.04987562112089,8.717797887081348,7.483314773547883,8.12403840463596,4.69041575982343,4.898979485566356,2.449489742783178,2.8284271247461903,1.0,1.4142135623730951,5.0990195135927845,1.0,4.123105625617661,6.48074069840786,6.4031242374328485,5.477225575051661,10.677078252031311
