,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,31,4,2,25,14,17,55,-38,20,20
1,Huddersfield_18_19,31,3,5,23,14,18,57,-39,20,20
2,Middlesbrough_16_17,31,4,12,15,24,22,37,-15,19,19
3,Sunderland_16_17,31,5,5,21,20,24,56,-32,20,20
4,West Brom_17_18,31,3,11,17,20,24,49,-25,20,20
5,Fulham_20_21,31,5,11,15,26,24,41,-17,18,18
6,Norwich City_19_20,31,5,6,20,21,25,56,-31,20,20
7,Huddersfield_17_18,31,8,7,16,31,25,52,-27,16,16
8,Swansea City_17_18,31,8,7,16,31,25,44,-19,15,18
9,Burnley_20_21,31,8,9,14,33,25,42,-17,16,17
