,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,15,0,2,13,2,8,26,-18,20,20
1,Swansea City_17_18,15,2,3,10,9,8,18,-10,20,18
2,Crystal Palace_17_18,15,2,4,9,10,8,25,-17,18,11
3,Watford_19_20,15,1,5,9,8,9,30,-21,20,19
4,Huddersfield_17_18,15,4,3,8,15,9,26,-17,16,16
5,Burnley_20_21,15,4,4,7,16,9,20,-11,16,17
6,Huddersfield_18_19,15,2,4,9,10,10,26,-16,17,20
7,West Brom_20_21,15,1,5,9,8,11,30,-19,19,19
8,Crystal Palace_18_19,15,3,3,9,12,11,20,-9,15,12
9,West Brom_17_18,15,2,7,6,13,12,21,-9,17,20
