,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,19,1,2,16,5,10,32,-22,20,20
1,Swansea City_17_18,19,3,4,12,13,11,26,-15,20,18
2,Huddersfield_18_19,19,2,4,13,10,12,34,-22,20,20
3,Watford_19_20,19,2,7,10,13,12,33,-21,19,19
4,Burnley_20_21,19,6,4,9,22,13,24,-11,15,17
5,West Brom_17_18,19,2,8,9,14,14,27,-13,19,20
6,Newcastle Utd_18_19,19,4,5,10,17,14,26,-12,15,13
7,West Brom_20_21,19,2,5,12,11,15,43,-28,19,19
8,Fulham_20_21,19,2,7,10,13,15,27,-12,18,18
9,Bournemouth_17_18,19,4,4,11,16,15,28,-13,18,12
