,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,18,1,2,15,5,9,29,-20,20,20
1,Swansea City_17_18,18,3,3,12,12,10,25,-15,20,18
2,Burnley_20_21,18,5,4,9,19,10,22,-12,15,17
3,Huddersfield_18_19,18,2,4,12,10,11,31,-20,19,20
4,Watford_19_20,18,2,6,10,12,11,32,-21,20,19
5,West Brom_17_18,18,2,8,8,14,13,24,-11,19,20
6,West Brom_20_21,18,2,5,11,11,14,41,-27,19,19
7,Hull City_16_17,18,3,3,12,12,14,39,-25,20,18
8,Newcastle Utd_18_19,18,4,5,9,17,14,22,-8,15,13
9,Brighton_17_18,18,4,6,8,18,14,23,-9,13,15
