,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,17,0,2,15,2,8,29,-21,20,20
1,Watford_19_20,17,1,6,10,9,9,32,-23,20,19
2,Swansea City_17_18,17,3,3,11,12,9,22,-13,20,18
3,Burnley_20_21,17,4,4,9,16,9,22,-13,16,17
4,Huddersfield_18_19,17,2,4,11,10,10,28,-18,19,20
5,West Brom_20_21,17,1,5,11,8,11,39,-28,19,19
6,Crystal Palace_17_18,17,3,5,9,14,12,28,-16,18,11
7,West Brom_17_18,17,2,8,7,14,12,22,-10,17,20
8,Huddersfield_17_18,17,5,3,9,18,12,29,-17,12,16
9,Hull City_16_17,17,3,3,11,12,14,36,-22,20,18
