,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Huddersfield_18_19,25,2,5,18,11,13,46,-33,20,20
1,Sheffield Utd_20_21,25,3,2,20,11,15,41,-26,20,20
2,Swansea City_17_18,25,6,5,14,23,18,36,-18,19,18
3,Brighton_17_18,25,5,9,11,24,18,34,-16,15,15
4,Burnley_20_21,25,7,7,11,28,18,30,-12,15,17
5,West Brom_20_21,25,2,8,15,14,19,55,-36,19,19
6,West Brom_17_18,25,3,11,11,20,19,34,-15,20,20
7,Middlesbrough_16_17,25,4,10,11,22,19,27,-8,16,19
8,Huddersfield_17_18,25,6,6,13,24,19,44,-25,16,16
9,Burnley_17_18,25,9,8,8,35,20,22,-2,7,7
