,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Huddersfield_18_19,27,2,5,20,11,14,50,-36,20,20
1,Sheffield Utd_20_21,27,4,2,21,14,16,43,-27,20,20
2,Middlesbrough_16_17,27,4,10,13,22,19,30,-11,18,19
3,Burnley_20_21,27,7,8,12,29,19,35,-16,15,17
4,West Brom_20_21,27,3,8,16,17,20,56,-36,19,19
5,Swansea City_17_18,27,7,6,14,27,20,37,-17,16,18
6,West Brom_17_18,27,3,11,13,20,21,40,-19,20,20
7,Fulham_20_21,27,4,11,12,23,21,33,-12,18,18
8,Burnley_17_18,27,9,9,9,36,21,24,-3,7,7
9,Brighton_17_18,27,6,10,11,28,22,36,-14,14,15
