,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,13,0,1,12,1,7,24,-17,20,20
1,Swansea City_17_18,13,2,3,8,9,7,15,-8,19,18
2,Watford_19_20,13,1,5,7,8,8,26,-18,20,19
3,Crystal Palace_17_18,13,2,2,9,8,8,25,-17,20,11
4,Crystal Palace_18_19,13,2,3,8,9,8,17,-9,16,12
5,Huddersfield_18_19,13,2,4,7,10,8,22,-14,15,20
6,Burnley_20_21,13,3,4,6,13,8,19,-11,16,17
7,Huddersfield_17_18,13,4,3,6,15,9,19,-10,11,16
8,West Brom_20_21,13,1,4,8,7,10,26,-16,19,19
9,Southampton_18_19,13,1,5,7,8,10,24,-14,18,16
