,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,34,5,2,27,17,18,60,-42,20,20
1,Huddersfield_18_19,34,3,5,26,14,19,67,-48,20,20
2,Middlesbrough_16_17,34,5,12,17,27,24,43,-19,19,19
3,Fulham_20_21,34,5,12,17,27,25,45,-20,18,18
4,Norwich City_19_20,34,5,6,23,21,26,63,-37,20,20
5,Sunderland_16_17,34,5,6,23,21,26,60,-34,20,20
6,West Brom_17_18,34,4,12,18,24,27,52,-25,20,20
7,Swansea City_17_18,34,8,9,17,33,27,51,-24,17,18
8,Huddersfield_17_18,34,9,8,17,35,27,54,-27,15,16
9,Cardiff City_18_19,34,9,4,21,31,30,63,-33,18,18
