,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Huddersfield_18_19,23,2,5,16,11,13,40,-27,20,20
1,Swansea City_17_18,23,4,5,14,17,14,35,-21,20,18
2,Sheffield Utd_20_21,23,3,2,18,11,15,37,-22,20,20
3,Brighton_17_18,23,5,8,10,23,17,29,-12,16,15
4,Burnley_20_21,23,7,5,11,26,17,29,-12,15,17
5,West Brom_20_21,23,2,6,15,12,18,54,-36,19,19
6,West Brom_17_18,23,3,10,10,19,18,30,-12,19,20
7,Fulham_20_21,23,3,9,11,18,19,31,-12,18,18
8,Cardiff City_18_19,23,5,4,14,19,19,44,-25,18,18
9,Newcastle Utd_18_19,23,5,6,12,21,19,31,-12,17,13
