,Team,MP,W,D,L,Pts,GF,GA,GD,rank,EndRank
0,Sheffield Utd_20_21,16,0,2,14,2,8,27,-19,20,20
1,Watford_19_20,16,1,6,9,9,9,30,-21,20,19
2,Swansea City_17_18,16,3,3,10,12,9,18,-9,19,18
3,Burnley_20_21,16,4,4,8,16,9,21,-12,16,17
4,Huddersfield_18_19,16,2,4,10,10,10,27,-17,18,20
5,Crystal Palace_17_18,16,2,5,9,11,10,27,-17,20,11
6,West Brom_20_21,16,1,5,10,8,11,35,-24,19,19
7,Huddersfield_17_18,16,5,3,8,18,11,26,-15,12,16
8,West Brom_17_18,16,2,7,7,13,12,22,-10,17,20
9,Southampton_18_19,16,1,6,9,9,13,30,-17,19,16
